,Survived,Pclass,Sex,Age,Fare,Embarked,Title,IsAlone,Age*Class
695,0,2,0,3,1,0,1,1,6
696,0,3,0,2,1,0,1,1,6
697,1,3,1,1,0,2,2,1,3
698,0,1,0,3,3,1,1,0,3
699,0,3,0,2,0,0,1,1,6
700,1,1,1,1,3,1,3,0,1
701,1,1,0,2,2,0,1,1,2
702,0,3,1,1,2,1,2,0,3
703,0,3,0,1,0,2,1,1,3
704,0,3,0,1,0,0,1,0,3
705,0,2,0,2,2,0,1,1,4
706,1,2,1,2,1,0,3,1,4
707,1,1,0,2,2,0,1,1,2
708,1,1,1,1,3,0,2,1,1
709,1,3,0,1,2,1,4,0,3
710,1,1,1,1,3,1,2,1,1
711,0,1,0,2,2,0,1,1,2
712,1,1,0,2,3,0,1,0,2
713,0,3,0,1,1,0,1,1,3
714,0,2,0,3,1,0,1,1,6
715,0,3,0,1,0,0,1,1,3
716,1,1,1,2,3,1,2,1,2
717,1,2,1,1,1,0,2,1,2
718,0,3,0,1,2,2,1,1,3
719,0,3,0,2,0,0,1,1,6
720,1,2,1,0,3,0,2,0,0
721,0,3,0,1,0,0,1,0,3
722,0,2,0,2,1,0,1,1,4
723,0,2,0,3,1,0,1,1,6
724,1,1,0,1,3,0,1,0,1
725,0,3,0,1,1,0,1,1,3
726,1,2,1,1,2,0,3,0,2
727,1,3,1,1,0,2,2,1,3
728,0,2,0,1,2,0,1,0,2
729,0,3,1,1,1,0,2,0,3
730,1,1,1,1,3,0,2,1,1
731,0,3,0,0,2,1,1,1,0
732,0,2,0,1,0,0,1,1,2
733,0,2,0,1,1,0,1,1,2
734,0,2,0,1,1,0,1,1,2
735,0,3,0,1,2,0,1,1,3
736,0,3,1,2,3,0,3,0,6
737,1,1,0,2,3,1,1,1,2
738,0,3,0,1,0,0,1,1,3
739,0,3,0,1,0,0,1,1,3
740,1,1,0,2,2,0,1,1,2
741,0,1,0,2,3,0,1,0,2
742,1,1,1,1,3,1,2,0,1
743,0,3,0,1,2,0,1,0,3
744,1,3,0,1,1,0,1,1,3
745,0,1,0,70,3,0,5,0,70
746,0,3,0,0,2,0,1,0,0
747,1,2,1,1,1,0,2,1,2
748,0,1,0,1,3,0,1,0,1
749,0,3,0,1,0,2,1,1,3
750,1,2,1,0,2,0,2,0,0
751,1,3,0,0,1,0,4,0,0
752,0,3,0,2,1,0,1,1,6
753,0,3,0,1,0,0,1,1,3
754,1,2,1,2,3,0,3,0,4
755,1,2,0,0,2,0,4,0,0
756,0,3,0,1,0,0,1,1,3
757,0,2,0,1,1,0,1,1,2
758,0,3,0,2,1,0,1,1,6
759,1,1,1,2,3,0,5,1,2
760,0,3,0,1,2,0,1,1,3
761,0,3,0,2,0,0,1,1,6
762,1,3,0,1,0,1,1,1,3
763,1,1,1,2,3,0,3,0,2
764,0,3,0,0,0,0,1,1,0
765,1,1,1,3,3,0,3,0,3
766,0,1,0,2,3,1,5,1,2
767,0,3,1,1,0,2,2,1,3
768,0,3,0,1,2,2,1,0,3
769,0,3,0,1,1,0,1,1,3
770,0,3,0,1,1,0,1,1,3
771,0,3,0,2,0,0,1,1,6
772,0,2,1,3,1,0,3,1,6
773,0,3,0,1,0,1,1,1,3
774,1,2,1,3,2,0,3,0,6
775,0,3,0,1,0,0,1,1,3
776,0,3,0,1,0,2,1,1,3
777,1,3,1,0,1,0,2,1,0
778,0,3,0,1,0,2,1,1,3
779,1,1,1,2,3,0,3,0,2
780,1,3,1,0,0,1,2,1,0
781,1,1,1,1,3,0,3,0,1
782,0,1,0,1,2,0,1,1,1
783,0,3,0,1,2,0,1,0,3
784,0,3,0,1,0,0,1,1,3
785,0,3,0,1,0,0,1,1,3
786,1,3,1,1,0,0,2,1,3
787,0,3,0,0,2,2,4,0,0
788,1,3,0,0,2,0,4,0,0
789,0,1,0,2,3,1,1,1,2
790,0,3,0,1,0,2,1,1,3
791,0,2,0,0,2,0,1,1,0
792,0,3,1,1,3,0,2,0,3
793,0,1,0,2,2,1,1,1,2
794,0,3,0,1,0,0,1,1,3
795,0,2,0,2,1,0,1,1,4
796,1,1,1,3,2,0,5,1,3
797,1,3,1,1,1,0,3,1,3
798,0,3,0,1,0,1,1,1,3
799,0,3,1,1,2,0,3,0,3
800,0,2,0,2,1,0,1,1,4
801,1,2,1,1,2,0,3,0,2
802,1,1,0,0,3,0,4,0,0
803,1,3,0,0,1,1,4,0,0
804,1,3,0,1,0,0,1,1,3
805,0,3,0,1,0,0,1,1,3
806,0,1,0,2,0,0,1,1,2
807,0,3,1,1,0,0,2,1,3
808,0,2,0,2,1,0,1,1,4
809,1,1,1,2,3,0,3,0,2
810,0,3,0,1,0,0,1,1,3
811,0,3,0,2,2,0,1,1,6
812,0,2,0,2,1,0,1,1,4
813,0,3,1,0,3,0,2,0,0
814,0,3,0,1,1,0,1,1,3
815,0,1,0,2,0,0,1,1,2
816,0,3,1,1,1,0,2,1,3
817,0,2,0,1,3,1,1,0,2
818,0,3,0,2,0,0,1,1,6
819,0,3,0,0,2,0,4,0,0
820,1,1,1,3,3,0,3,0,3
821,1,3,0,1,1,0,1,1,3
822,0,1,0,2,0,0,5,1,2
823,1,3,1,1,1,0,3,0,3
824,0,3,0,0,3,0,4,0,0
825,0,3,0,1,0,2,1,1,3
826,0,3,0,1,3,0,1,1,3
827,1,2,0,0,3,1,4,0,0
828,1,3,0,1,0,2,1,1,3
829,1,1,1,3,3,0,3,1,3
830,1,3,1,0,2,1,3,0,0
831,1,2,0,0,2,0,4,0,0
832,0,3,0,1,0,1,1,1,3
833,0,3,0,1,0,0,1,1,3
834,0,3,0,1,1,0,1,1,3
835,1,1,1,2,3,1,2,0,2
836,0,3,0,1,1,0,1,1,3
837,0,3,0,1,1,0,1,1,3
838,1,3,0,1,3,0,1,1,3
839,1,1,0,2,2,1,1,1,2
840,0,3,0,1,1,0,1,1,3
841,0,2,0,0,1,0,1,1,0
842,1,1,1,1,2,1,2,1,1
843,0,3,0,2,0,1,1,1,6
844,0,3,0,1,1,0,1,1,3
845,0,3,0,2,0,0,1,1,6
846,0,3,0,1,3,0,1,0,3
847,0,3,0,2,0,1,1,1,6
848,0,2,0,1,3,0,5,0,2
849,1,1,1,2,3,1,3,0,2
850,0,3,0,0,3,0,4,0,0
851,0,3,0,74,0,0,1,1,222
852,0,3,1,0,2,1,2,0,0
853,1,1,1,0,3,0,2,0,0
854,0,2,1,2,2,0,3,0,4
855,1,3,1,1,1,0,3,0,3
856,1,1,1,2,3,0,3,0,2
857,1,1,0,3,2,0,1,1,3
858,1,3,1,1,2,1,3,0,3
859,0,3,0,1,0,1,1,1,3
860,0,3,0,2,1,0,1,0,6
861,0,2,0,1,1,0,1,0,2
862,1,1,1,2,2,0,3,1,2
863,0,3,1,1,3,0,2,0,3
864,0,2,0,1,1,0,1,1,2
865,1,2,1,2,1,0,3,1,4
866,1,2,1,1,1,1,2,0,2
867,0,1,0,1,3,0,1,1,1
868,0,3,0,1,1,0,1,1,3
869,1,3,0,0,1,0,4,0,0
870,0,3,0,1,0,0,1,1,3
871,1,1,1,2,3,0,3,0,2
872,0,1,0,2,0,0,1,1,2
873,0,3,0,2,1,0,1,1,6
874,1,2,1,1,2,1,3,0,2
875,1,3,1,0,0,1,2,1,0
876,0,3,0,1,1,0,1,1,3
877,0,3,0,1,0,0,1,1,3
878,0,3,0,1,0,0,1,1,3
879,1,1,1,3,3,1,3,0,3
880,1,2,1,1,2,0,3,0,2
881,0,3,0,2,0,0,1,1,6
882,0,3,1,1,1,0,2,1,3
883,0,2,0,1,1,0,1,1,2
884,0,3,0,1,0,0,1,1,3
885,0,3,1,2,2,2,3,0,6
886,0,2,0,1,1,0,5,1,2
887,1,1,1,1,2,0,2,1,1
888,0,3,1,1,2,0,2,0,3
889,1,1,0,1,2,1,1,1,1
890,0,3,0,1,0,2,1,1,3
